key,population,area_km,population_density,days,cluster
Brazil.regions.RS:Colinas,2438.0,58.373,41.76588491254518,299,19
Brazil.regions.RS:Colorado,3175.0,286.268,11.091005631086954,271,19
Brazil.regions.RS:Condor,6753.0,465.177,14.517054798496055,285,19
Brazil.regions.RS:Constantina,9911.0,203.614,48.675434891510406,260,19
Brazil.regions.RS:Coqueiro Baixo,1501.0,112.277,13.36872200005344,140,19
Brazil.regions.RS:Coqueiros do Sul,2306.0,277.637,8.30580938419591,263,19
Brazil.regions.RS:Coronel Barros,2519.0,163.745,15.38367583743015,242,19
Brazil.regions.RS:Coronel Bicaco,7325.0,492.124,14.884460014142777,300,19
Brazil.regions.RS:Coronel Pilar,1628.0,105.447,15.439035724107844,254,19
Brazil.regions.RS:Cotiporã,3853.0,172.375,22.352429296591733,249,19
Brazil.regions.RS:Coxilha,2756.0,421.493,6.538661377531774,288,19
Brazil.regions.RS:Crissiumal,13448.0,363.597,36.98600373490431,281,19
Brazil.regions.RS:Cristal,8009.0,682.138,11.741026009399857,221,19
Brazil.regions.RS:Cristal do Sul,2847.0,97.077,29.327235081430207,250,19
Brazil.regions.RS:Cruzaltense,1833.0,166.883,10.983743101454312,275,19
Brazil.regions.RS:Cruzeiro do Sul,12348.0,154.687,79.82571256795981,334,19
Brazil.regions.RS:Cândido Godói,6198.0,247.047,25.088343513582437,246,19
Brazil.regions.RS:David Canabarro,4740.0,174.939,27.095158883953836,263,19
Brazil.regions.RS:Derrubadas,2805.0,360.851,7.773291469332217,299,19
Brazil.regions.RS:Dezesseis de Novembro,2427.0,217.8,11.143250688705233,236,19
Brazil.regions.RS:Dilermando de Aguiar,3014.0,601.17,5.013556897383436,218,19
Brazil.regions.RS:Dois Irmãos,32671.0,65.152,501.45812868369353,336,19
Brazil.regions.RS:Dois Irmãos das Missões,2026.0,225.681,8.977273230799225,247,19
Brazil.regions.RS:Dois Lajeados,3400.0,133.535,25.461489497135585,256,19
Brazil.regions.RS:Dom Feliciano,15414.0,1355.195,11.374008906467335,287,19
Brazil.regions.RS:Dom Pedro de Alcântara,2534.0,78.219,32.39622086705276,254,19
Brazil.regions.RS:Dona Francisca,3041.0,114.149,26.640618840287694,228,19
Brazil.regions.RS:Doutor Maurício Cardoso,4549.0,255.733,17.788083665385383,293,19
Brazil.regions.RS:Doutor Ricardo,1983.0,108.728,18.238172319917595,288,19
Brazil.regions.RS:Eldorado do Sul,41285.0,508.803,81.1414240875152,336,19
Brazil.regions.RS:Encantado,22706.0,139.16,163.1647025007186,319,19
Brazil.regions.RS:Engenho Velho,1034.0,71.191,14.524307847902122,245,19
Brazil.regions.RS:Entre Rios do Sul,2792.0,119.912,23.2837414103676,265,19
Brazil.regions.RS:Entre-Ijuís,8475.0,552.657,15.33500887530602,268,19
Brazil.regions.RS:Erebango,2991.0,153.122,19.53344392053395,281,19
Brazil.regions.RS:Ernestina,3168.0,238.558,13.279789401319595,303,19
Brazil.regions.RS:Erval Grande,4859.0,285.677,17.008719637912748,275,19
Brazil.regions.RS:Erval Seco,6912.0,363.906,18.993916011277637,227,19
Brazil.regions.RS:Esmeralda,3282.0,829.766,3.955331985162082,267,19
Brazil.regions.RS:Esperança do Sul,2926.0,148.909,19.649584645656073,285,19
Brazil.regions.RS:Espumoso,15588.0,783.642,19.891736277534893,313,19
Brazil.regions.RS:Estação,5958.0,100.266,59.421937645862,288,19
Brazil.regions.RS:Estrela,34116.0,183.963,185.45033512173643,336,19
Brazil.regions.RS:Estrela Velha,3655.0,281.613,12.978804245542642,148,19
Brazil.regions.RS:Estância Velha,50022.0,52.125,959.6546762589928,335,19
Brazil.regions.RS:Eugênio de Castro,2396.0,417.26,5.742223074342137,289,19
Brazil.regions.RS:Fagundes Varela,2731.0,134.295,20.3358278416918,220,19
Brazil.regions.RS:Faxinal do Soturno,6677.0,169.514,39.38907700838868,248,19
Brazil.regions.RS:Faxinalzinho,2315.0,143.321,16.152552661508082,268,19
Brazil.regions.RS:Fazenda Vilanova,4533.0,84.794,53.45897115361936,291,19
Brazil.regions.RS:Feliz,13547.0,94.943,142.6856113668201,298,19
Brazil.regions.RS:Flores da Cunha,30745.0,273.637,112.35688156206946,310,19
Brazil.regions.RS:Floriano Peixoto,1766.0,168.542,10.478100414140096,302,19
Brazil.regions.RS:Fontoura Xavier,10304.0,583.465,17.660013882580788,285,19
Brazil.regions.RS:Formigueiro,6664.0,581.619,11.457672462557102,274,19
Brazil.regions.RS:Forquetinha,2412.0,93.48,25.802310654685492,248,19
Brazil.regions.RS:Fortaleza dos Valos,4320.0,649.787,6.648332453557858,234,19
Brazil.regions.RS:Frederico Westphalen,31313.0,265.181,118.08161218186824,288,19
Brazil.regions.RS:Garibaldi,35070.0,168.137,208.57990805117257,333,19
Brazil.regions.RS:Garruchos,2924.0,803.737,3.6380059646376863,152,19
Brazil.regions.RS:Gaurama,5534.0,204.428,27.070655683174518,276,19
Brazil.regions.RS:General Câmara,8385.0,510.01,16.440854100899983,291,19
Brazil.regions.RS:Gentil,1634.0,184.715,8.846060146712503,276,19
Brazil.regions.RS:Getúlio Vargas,16212.0,287.117,56.46478613248257,301,19
Brazil.regions.RS:Giruá,16004.0,856.541,18.684452933368046,266,19
Brazil.regions.RS:Glorinha,8098.0,323.641,25.02155165754648,318,19
Brazil.regions.RS:Gramado,36232.0,237.588,152.49928447564693,281,19
Brazil.regions.RS:Gramado Xavier,4325.0,217.525,19.882772095161474,275,19
Brazil.regions.RS:Gramado dos Loureiros,2082.0,131.396,15.845231209473654,283,19
Brazil.regions.RS:Guabiju,1503.0,146.528,10.257425202009173,288,19
Brazil.regions.RS:Guaporé,25727.0,297.545,86.46423230099649,279,19
Brazil.regions.RS:Guarani das Missões,7537.0,290.783,25.919672057857575,253,19
Brazil.regions.RS:Harmonia,4866.0,48.551,100.22450618936787,319,19
Brazil.regions.RS:Herveiras,3018.0,118.252,25.521767073707,214,19
Brazil.regions.RS:Horizontina,19329.0,229.736,84.1357035902079,299,19
Brazil.regions.RS:Hulha Negra,6776.0,822.608,8.237216268259,281,19
Brazil.regions.RS:Humaitá,4762.0,134.463,35.414946862705726,285,19
Brazil.regions.RS:Ibarama,4406.0,195.426,22.545618290299142,205,19
Brazil.regions.RS:Ibiaçá,4709.0,348.778,13.501424975199123,260,19
Brazil.regions.RS:Ibiraiaras,7262.0,300.65,24.154332280059872,263,19
Brazil.regions.RS:Ibirapuitã,4013.0,307.164,13.064682059095468,308,19
Brazil.regions.RS:Ibirubá,20350.0,607.39,33.50400895635424,285,19
Brazil.regions.RS:Igrejinha,36899.0,136.784,269.76108316762196,268,19
Brazil.regions.RS:Ilópolis,4078.0,118.144,34.51719934994583,192,19
Brazil.regions.RS:Imbé,22800.0,39.766,573.3541216114269,314,19
Brazil.regions.RS:Imigrante,3120.0,73.689,42.340105036029804,288,19
Brazil.regions.RS:Independência,6167.0,358.283,17.21265033507032,267,19
Brazil.regions.RS:Inhacorá,2226.0,113.749,19.569402807936775,263,19
Brazil.regions.RS:Ipiranga do Sul,1889.0,157.882,11.964631813632966,227,19
Brazil.regions.RS:Ipê,6640.0,599.245,11.080609767290508,246,19
Brazil.regions.RS:Iraí,7241.0,181.579,39.87795945566393,249,19
Brazil.regions.RS:Itaara,5499.0,172.801,31.82273250733503,249,19
Brazil.regions.RS:Itacurubi,3465.0,1120.874,3.0913376525818244,260,19
Brazil.regions.RS:Itapuca,2094.0,184.673,11.33896129916122,229,19
Brazil.regions.RS:Itati,2419.0,206.91,11.691073413561453,268,19
Brazil.regions.RS:Itatiba do Sul,3324.0,212.669,15.629922555708635,261,19
Brazil.regions.RS:Ivorá,1910.0,122.93,15.537297649068575,235,19
Brazil.regions.RS:Ivoti,24293.0,63.092,385.04089266468014,337,19
Brazil.regions.RS:Jaboticaba,3810.0,128.053,29.7533052720358,275,19
Brazil.regions.RS:Jacuizinho,2692.0,339.399,7.9316674474585955,203,19
Brazil.regions.RS:Jacutinga,3561.0,179.238,19.86743882435644,259,19
Brazil.regions.RS:Jaguari,10848.0,672.735,16.125220183281677,297,19
Brazil.regions.RS:Jaquirana,3716.0,908.838,4.088737486768819,275,19
Brazil.regions.RS:Jari,3503.0,856.475,4.090020140692957,207,19
Brazil.regions.RS:Jóia,8560.0,1238.935,6.909159883286856,254,19
Brazil.regions.RS:Lagoa Bonita do Sul,2903.0,109.281,26.56454461434284,168,19
Brazil.regions.RS:Lagoa Vermelha,27807.0,1262.559,22.02431727943011,288,19
Brazil.regions.RS:Lagoa dos Três Cantos,1609.0,138.602,11.608779094096766,191,19
Brazil.regions.RS:Lagoão,6452.0,386.406,16.697463289907507,249,19
Brazil.regions.RS:Lajeado do Bugre,2564.0,67.933,37.74307037816672,246,19
Brazil.regions.RS:Liberato Salzano,5219.0,245.627,21.24766414115712,259,19
Brazil.regions.RS:Lindolfo Collor,6054.0,33.414,181.1815406715748,247,19
Brazil.regions.RS:Linha Nova,1714.0,63.502,26.991275865327076,227,19
Brazil.regions.RS:Machadinho,5445.0,335.234,16.242385915509765,288,19
Brazil.regions.RS:Mampituba,2981.0,157.848,18.88525670265065,226,19
Brazil.regions.RS:Manoel Viana,7299.0,1390.696,5.248451135258892,247,19
Brazil.regions.RS:Maquiné,6714.0,621.561,10.80183602253037,276,19
Brazil.regions.RS:Maratá,2691.0,82.063,32.7918794097218,304,19
Brazil.regions.RS:Marau,44161.0,649.77,67.9640488172738,331,19
Brazil.regions.RS:Marcelino Ramos,4402.0,229.759,19.159205950583004,300,19
Brazil.regions.RS:Mariana Pimentel,3885.0,338.45,11.478800413650466,254,19
Brazil.regions.RS:Mariano Moro,2031.0,98.727,20.57188003281777,276,19
Brazil.regions.RS:Marques de Souza,4009.0,125.425,31.963324696033485,287,19
Brazil.regions.RS:Mata,4823.0,311.884,15.46408280001539,238,19
Brazil.regions.RS:Mato Castelhano,2540.0,238.268,10.660264911780013,296,19
Brazil.regions.RS:Mato Leitão,4515.0,46.8,96.47435897435898,276,19
Brazil.regions.RS:Mato Queimado,1648.0,115.098,14.318233157830718,212,19
Brazil.regions.RS:Maximiliano de Almeida,4377.0,208.439,20.998949332898356,281,19
Brazil.regions.RS:Minas do Leão,8075.0,424.339,19.02959661968379,320,19
Brazil.regions.RS:Miraguaí,4925.0,130.503,37.738596047600446,276,19
Brazil.regions.RS:Montauri,1453.0,82.079,17.70245738861341,284,19
Brazil.regions.RS:Monte Alegre dos Campos,3226.0,549.639,5.869306945103968,262,19
Brazil.regions.RS:Monte Belo do Sul,2548.0,69.598,36.6102474209029,296,19
Brazil.regions.RS:Montenegro,65264.0,424.846,153.61801688141114,317,19
Brazil.regions.RS:Mormaço,3085.0,146.191,21.10253025152027,291,19
Brazil.regions.RS:Morrinhos do Sul,2949.0,165.512,17.8174392189086,276,19
Brazil.regions.RS:Morro Redondo,6568.0,244.645,26.847064113307034,219,19
Brazil.regions.RS:Morro Reuter,6407.0,87.825,72.95189296897239,268,19
Brazil.regions.RS:Muitos Capões,3162.0,1193.049,2.650352164915272,228,19
Brazil.regions.RS:Muliterno,1893.0,111.132,17.033797646042544,280,19
Brazil.regions.RS:Muçum,4954.0,111.234,44.53674236294658,309,19
Brazil.regions.RS:Nicolau Vergueiro,1682.0,154.995,10.851962966547308,311,19
Brazil.regions.RS:Nonoai,11695.0,468.962,24.93805468246894,288,19
Brazil.regions.RS:Nova Alvorada,3625.0,148.938,24.338986692449208,260,19
Brazil.regions.RS:Nova Araçá,4759.0,74.704,63.70475476547441,292,19
Brazil.regions.RS:Nova Bassano,9916.0,211.611,46.85956779184447,285,19
Brazil.regions.RS:Nova Boa Vista,1775.0,93.733,18.936767200452348,205,19
Brazil.regions.RS:Nova Bréscia,3330.0,102.818,32.387325176525515,302,19
Brazil.regions.RS:Nova Candelária,2698.0,97.593,27.64542538911602,242,19
Brazil.regions.RS:Nova Esperança do Sul,5352.0,191.0,28.020942408376964,164,19
Brazil.regions.RS:Nova Hartz,21615.0,62.11,348.0115923361777,269,19
Brazil.regions.RS:Nova Palma,6512.0,314.613,20.698445391639886,331,19
Brazil.regions.RS:Nova Petrópolis,21353.0,291.3,73.30243734981119,276,19
Brazil.regions.RS:Nova Prata,27257.0,258.909,105.27637123468091,302,19
Brazil.regions.RS:Nova Pádua,2553.0,102.729,24.851794527348655,249,19
Brazil.regions.RS:Nova Ramada,2242.0,254.794,8.799265288821557,189,19
Brazil.regions.RS:Nova Roma do Sul,3689.0,149.14,24.735148182915385,249,19
Brazil.regions.RS:Nova Santa Rita,29300.0,217.866,134.48633563750195,276,19
Brazil.regions.RS:Novo Barreiro,4164.0,123.344,33.759242443896746,275,19
Brazil.regions.RS:Novo Cabrais,4196.0,192.998,21.741157939460514,214,19
Brazil.regions.RS:Novo Machado,3323.0,218.836,15.184887312873567,254,19
Brazil.regions.RS:Novo Tiradentes,2211.0,75.428,29.312722066076258,151,19
Brazil.regions.RS:Novo Xingu,1719.0,79.851,21.52759514595935,276,19
Brazil.regions.RS:Não-Me-Toque,17624.0,361.689,48.72694497206163,307,19
Brazil.regions.RS:Osório,45994.0,663.562,69.31379434024251,334,19
Brazil.regions.RS:Paim Filho,3828.0,182.291,20.999391083487392,288,19
Brazil.regions.RS:Palmares do Sul,11318.0,949.201,11.923712680454402,260,19
Brazil.regions.RS:Palmeira das Missões,33303.0,1419.43,23.462234840745932,297,19
Brazil.regions.RS:Palmitinho,7057.0,144.189,48.94270714132146,247,19
Brazil.regions.RS:Panambi,43667.0,490.823,88.96689845422893,269,19
Brazil.regions.RS:Pantano Grande,9174.0,841.225,10.905524681268387,265,19
Brazil.regions.RS:Paraí,7657.0,122.434,62.53981737099172,333,19
Brazil.regions.RS:Paraíso do Sul,7611.0,337.534,22.548839524314587,288,19
Brazil.regions.RS:Pareci Novo,3837.0,57.639,66.56951022745017,319,19
Brazil.regions.RS:Passa Sete,5702.0,304.832,18.705385261389882,214,19
Brazil.regions.RS:Passo do Sobrado,6535.0,265.108,24.65033118578089,259,19
Brazil.regions.RS:Paulo Bento,2293.0,149.718,15.315459730960875,248,19
Brazil.regions.RS:Paverama,8487.0,171.863,49.38235687728016,289,19
Brazil.regions.RS:Pedras Altas,1982.0,1373.985,1.442519387038432,150,19
Brazil.regions.RS:Pedro Osório,7730.0,609.465,12.683254985930283,242,19
Brazil.regions.RS:Pejuçara,3874.0,414.872,9.337819857691047,239,19
Brazil.regions.RS:Picada Café,5742.0,85.138,67.44344476027156,242,19
Brazil.regions.RS:Pinhal,2579.0,68.222,37.80305473307731,252,19
Brazil.regions.RS:Pinhal Grande,4350.0,478.11,9.098324653322457,198,19
Brazil.regions.RS:Pinhal da Serra,1941.0,438.11,4.430394193239141,176,19
Brazil.regions.RS:Pinheirinho do Vale,4871.0,105.535,46.15530392760696,254,19
Brazil.regions.RS:Pinto Bandeira,3003.0,104.856,28.639276722362098,291,19
Brazil.regions.RS:Pirapó,2304.0,293.723,7.844125247256769,231,19
Brazil.regions.RS:Planalto,10084.0,228.552,44.12125030627603,288,19
Brazil.regions.RS:Ponte Preta,1547.0,99.504,15.547113683872004,260,19
Brazil.regions.RS:Pontão,3904.0,503.538,7.753138789922509,301,19
Brazil.regions.RS:Porto Lucena,4678.0,250.795,18.65268446340637,191,19
Brazil.regions.RS:Porto Mauá,2374.0,105.811,22.436230637646368,276,19
Brazil.regions.RS:Porto Vera Cruz,1360.0,114.42,11.886033910155566,183,19
Brazil.regions.RS:Porto Xavier,10246.0,281.929,36.342483391208425,255,19
Brazil.regions.RS:Portão,37079.0,160.27,231.3533412366631,285,19
Brazil.regions.RS:Pouso Novo,1639.0,105.571,15.525096854249746,291,19
Brazil.regions.RS:Poço das Antas,2098.0,67.571,31.048822719805834,293,19
Brazil.regions.RS:Presidente Lucena,2901.0,49.628,58.454904489401144,250,19
Brazil.regions.RS:Progresso,6244.0,256.039,24.386909806709134,285,19
Brazil.regions.RS:Protásio Alves,1947.0,173.027,11.25257907725384,261,19
Brazil.regions.RS:Putinga,3919.0,205.218,19.09676539095011,181,19
Brazil.regions.RS:Quatro Irmãos,1849.0,268.583,6.884277858241213,264,19
Brazil.regions.RS:Quevedos,2788.0,543.359,5.131045956724743,242,19
Brazil.regions.RS:Quinze de Novembro,3796.0,223.072,17.016927270119066,249,19
Brazil.regions.RS:Redentora,11549.0,302.695,38.153917309502965,275,19
Brazil.regions.RS:Relvado,2090.0,123.437,16.931714153778852,238,19
Brazil.regions.RS:Restinga Sêca,15789.0,968.62,16.300510003923108,284,19
Brazil.regions.RS:Rio dos Índios,2752.0,235.854,11.668235433785307,276,19
Brazil.regions.RS:Riozinho,4653.0,239.559,19.42319011183049,232,19
Brazil.regions.RS:Roca Sales,11393.0,208.629,54.60889905046758,295,19
Brazil.regions.RS:Rodeio Bonito,5867.0,83.278,70.4507793174668,245,19
Brazil.regions.RS:Rolador,2323.0,295.314,7.866203430924371,187,19
Brazil.regions.RS:Rolante,21349.0,295.637,72.21355919590579,331,19
Brazil.regions.RS:Ronda Alta,10601.0,419.344,25.279961082071043,281,19
Brazil.regions.RS:Rondinha,5130.0,252.454,20.32053364177236,263,19
Brazil.regions.RS:Roque Gonzales,6847.0,348.056,19.672121727538098,256,19
Brazil.regions.RS:Sagrada Família,2609.0,77.889,33.49638588247378,256,19
Brazil.regions.RS:Saldanha Marinho,2650.0,221.101,11.985472702520568,297,19
Brazil.regions.RS:Salto do Jacuí,12449.0,507.698,24.520482649133935,276,19
Brazil.regions.RS:Salvador das Missões,2733.0,94.312,28.97828484180168,208,19
Brazil.regions.RS:Salvador do Sul,7799.0,98.353,79.29600520573852,302,19
Brazil.regions.RS:Sananduva,16270.0,504.478,32.25115862336911,321,19
Brazil.regions.RS:Santa Bárbara do Sul,7994.0,975.507,8.194713108158117,300,19
Brazil.regions.RS:Santa Cecília do Sul,1639.0,200.056,8.192706042308153,268,19
Brazil.regions.RS:Santa Clara do Sul,6603.0,86.752,76.1135189966802,303,19
Brazil.regions.RS:Santa Margarida do Sul,2562.0,955.299,2.681882845056888,238,19
Brazil.regions.RS:Santa Maria do Herval,6331.0,139.701,45.31821533131474,252,19
Brazil.regions.RS:Santa Tereza,1729.0,73.976,23.372445117335353,291,19
Brazil.regions.RS:Santana da Boa Vista,8098.0,1420.616,5.700344076090936,210,19
Brazil.regions.RS:Santo Antônio da Patrulha,42894.0,1049.807,40.85893883351892,335,19
Brazil.regions.RS:Santo Antônio do Palma,2128.0,126.094,16.87629863435215,275,19
Brazil.regions.RS:Santo Antônio do Planalto,2019.0,203.44,9.924302005505309,220,19
Brazil.regions.RS:Santo Augusto,13885.0,467.461,29.70301265774043,262,19
Brazil.regions.RS:Santo Cristo,14257.0,367.03,38.84423616598099,313,19
Brazil.regions.RS:Santo Expedito do Sul,2324.0,125.586,18.50524740018792,235,19
Brazil.regions.RS:Sarandi,24489.0,352.968,69.38022710274019,316,19
Brazil.regions.RS:Seberi,10750.0,301.223,35.687845881622586,276,19
Brazil.regions.RS:Sede Nova,2907.0,119.297,24.367754428024174,199,19
Brazil.regions.RS:Segredo,7421.0,245.97,30.170345977151687,229,19
Brazil.regions.RS:Selbach,5100.0,176.471,28.89993256682401,268,19
Brazil.regions.RS:Senador Salgado Filho,2779.0,147.179,18.88176981770497,206,19
Brazil.regions.RS:Sentinela do Sul,5581.0,281.896,19.798081561994493,216,19
Brazil.regions.RS:Serafina Corrêa,17502.0,163.283,107.18813348603346,336,19
Brazil.regions.RS:Sertão,5415.0,439.472,12.321604106746278,291,19
Brazil.regions.RS:Sertão Santana,6486.0,251.926,25.74565547025714,242,19
Brazil.regions.RS:Sete de Setembro,1970.0,129.276,15.238714069123425,158,19
Brazil.regions.RS:Severiano de Almeida,3657.0,167.598,21.820069451902764,240,19
Brazil.regions.RS:Silveira Martins,2384.0,119.285,19.985748417655195,219,19
Brazil.regions.RS:Sinimbu,10172.0,510.045,19.943338332892196,210,19
Brazil.regions.RS:Sobradinho,14967.0,128.379,116.58448811721544,232,19
Brazil.regions.RS:Soledade,31002.0,1215.218,25.511472015720635,308,19
Brazil.regions.RS:São Domingos do Sul,3074.0,78.67,39.07461548239481,326,19
Brazil.regions.RS:São Jerônimo,24248.0,936.375,25.895608063008943,281,19
Brazil.regions.RS:São Jorge,2824.0,117.38,24.058613051627194,321,19
Brazil.regions.RS:São José das Missões,2537.0,98.125,25.854777070063694,296,19
Brazil.regions.RS:São José do Herval,1971.0,103.094,19.118474402002057,281,19
Brazil.regions.RS:São José do Hortêncio,4804.0,63.693,75.42430094358878,262,19
Brazil.regions.RS:São José do Inhacorá,2073.0,78.039,26.56364125629493,193,19
Brazil.regions.RS:São José do Norte,27568.0,1110.013,24.8357451669485,268,19
Brazil.regions.RS:São José do Ouro,6933.0,335.154,20.68601299701033,270,19
Brazil.regions.RS:São José do Sul,2408.0,55.209,43.61607708888043,243,19
Brazil.regions.RS:São José dos Ausentes,3527.0,1173.907,3.004496949076886,228,19
Brazil.regions.RS:São João da Urtiga,4657.0,171.177,27.20575778287971,275,19
Brazil.regions.RS:São João do Polêsine,2552.0,78.32,32.58426966292135,233,19
Brazil.regions.RS:São Luiz Gonzaga,33468.0,1295.837,25.827322417865826,292,19
Brazil.regions.RS:São Marcos,21556.0,256.355,84.08652064519903,292,19
Brazil.regions.RS:São Martinho,5426.0,171.197,31.69448062758109,269,19
Brazil.regions.RS:São Martinho da Serra,3234.0,669.547,4.830131417211936,263,19
Brazil.regions.RS:São Miguel das Missões,7673.0,1227.927,6.248742799856995,239,19
Brazil.regions.RS:São Nicolau,5265.0,485.588,10.842524938837037,220,19
Brazil.regions.RS:São Paulo das Missões,5790.0,224.136,25.83253024949138,254,19
Brazil.regions.RS:São Pedro da Serra,3801.0,35.387,107.41232656060134,266,19
Brazil.regions.RS:São Pedro das Missões,2009.0,79.965,25.123491527543298,236,19
Brazil.regions.RS:São Pedro do Butiá,2947.0,107.348,27.452770428885493,234,19
Brazil.regions.RS:São Pedro do Sul,16198.0,873.734,18.538823028518976,261,19
Brazil.regions.RS:São Sebastião do Caí,25685.0,112.334,228.64849466768743,325,19
Brazil.regions.RS:São Valentim,3299.0,154.45,21.35966332146326,275,19
Brazil.regions.RS:São Valentim do Sul,2242.0,91.898,24.396613636858255,286,19
Brazil.regions.RS:São Valério do Sul,2727.0,107.402,25.390588629634458,288,19
Brazil.regions.RS:São Vendelino,2243.0,32.09,69.89716422561546,281,19
Brazil.regions.RS:São Vicente do Sul,8721.0,1172.64,7.437065083913221,266,19
Brazil.regions.RS:Sério,1962.0,99.74,19.671144976940045,291,19
Brazil.regions.RS:Tabaí,4719.0,94.754,49.80264685395867,320,19
Brazil.regions.RS:Tapejara,24111.0,238.082,101.2718307137877,301,19
Brazil.regions.RS:Tapera,10584.0,179.935,58.821241003695775,260,19
Brazil.regions.RS:Tapes,17300.0,805.452,21.4786231830078,260,19
Brazil.regions.RS:Taquara,57466.0,457.794,125.52807594682325,338,19
Brazil.regions.RS:Taquari,26862.0,349.967,76.75580840479246,327,19
Brazil.regions.RS:Taquaruçu do Sul,3072.0,76.917,39.93915519326027,231,19
Brazil.regions.RS:Tavares,5481.0,610.106,8.983684802313041,238,19
Brazil.regions.RS:Tenente Portela,13485.0,337.518,39.95342470623789,273,19
Brazil.regions.RS:Terra de Areia,11204.0,142.275,78.74890177473203,292,19
Brazil.regions.RS:Teutônia,33232.0,178.46,186.21539840860697,313,19
Brazil.regions.RS:Tio Hugo,3030.0,113.944,26.592010110229587,311,19
Brazil.regions.RS:Tiradentes do Sul,5704.0,236.196,24.14943521482159,262,19
Brazil.regions.RS:Toropi,2806.0,203.002,13.82252391602053,203,19
Brazil.regions.RS:Torres,38732.0,161.182,240.29978533583156,336,19
Brazil.regions.RS:Tramandaí,51715.0,142.878,361.95215498537215,324,19
Brazil.regions.RS:Travesseiro,2336.0,80.533,29.006742577576894,268,19
Brazil.regions.RS:Trindade do Sul,5802.0,268.417,21.615620471132605,300,19
Brazil.regions.RS:Triunfo,29538.0,819.087,36.06210329305678,304,19
Brazil.regions.RS:Três Arroios,2668.0,148.601,17.95411874751852,292,19
Brazil.regions.RS:Três Cachoeiras,11053.0,251.483,43.951281001101464,301,19
Brazil.regions.RS:Três Coroas,28220.0,185.718,151.9508071377034,238,19
Brazil.regions.RS:Três Forquilhas,2697.0,217.259,12.413755011299878,291,19
Brazil.regions.RS:Três Palmeiras,4271.0,180.599,23.649078898554258,300,19
Brazil.regions.RS:Três Passos,23906.0,268.986,88.87451391522235,291,19
Brazil.regions.RS:Três de Maio,23906.0,421.393,56.73089016666153,267,19
Brazil.regions.RS:Tucunduva,5678.0,181.198,31.335886709566328,303,19
Brazil.regions.RS:Tunas,4569.0,217.674,20.990104468149617,298,19
Brazil.regions.RS:Tupanci do Sul,1472.0,135.243,10.884112301560895,178,19
Brazil.regions.RS:Tupandi,4855.0,59.261,81.92571843202106,319,19
Brazil.regions.RS:Tuparendi,7893.0,307.71,25.650775080432876,238,19
Brazil.regions.RS:Turuçu,3438.0,253.635,13.55491158554616,226,19
Brazil.regions.RS:Ubiretama,2015.0,125.956,15.997649973006446,170,19
Brazil.regions.RS:Unistalda,2338.0,602.387,3.8812258564676863,246,19
Brazil.regions.RS:União da Serra,1154.0,130.989,8.809900067944636,238,19
Brazil.regions.RS:Vale Real,5913.0,45.085,131.1522679383387,268,19
Brazil.regions.RS:Vale Verde,3497.0,329.727,10.605743539352252,273,19
Brazil.regions.RS:Vale do Sol,11781.0,328.272,35.88792221084954,210,19
Brazil.regions.RS:Vanini,2113.0,64.99,32.512694260655486,288,19
Brazil.regions.RS:Vera Cruz,26863.0,309.621,86.76091092012493,283,19
Brazil.regions.RS:Veranópolis,26241.0,290.095,90.45657457039934,314,19
Brazil.regions.RS:Vespasiano Corrêa,1815.0,113.816,15.946791312293525,263,19
Brazil.regions.RS:Viadutos,4756.0,268.072,17.741502282968753,275,19
Brazil.regions.RS:Vicente Dutra,4670.0,193.025,24.193757285325734,220,19
Brazil.regions.RS:Victor Graeff,2882.0,238.133,12.10248054658531,305,19
Brazil.regions.RS:Vila Flores,3385.0,107.503,31.48749337227798,286,19
Brazil.regions.RS:Vila Lângaro,2091.0,151.695,13.784238109364185,291,19
Brazil.regions.RS:Vila Maria,4358.0,181.328,24.03379511162093,324,19
Brazil.regions.RS:Vila Nova do Sul,4280.0,507.942,8.426158892156979,276,19
Brazil.regions.RS:Vista Alegre,2752.0,77.578,35.473974580422286,228,19
Brazil.regions.RS:Vista Alegre do Prata,1561.0,119.327,13.081699866752706,298,19
Brazil.regions.RS:Vista Gaúcha,2851.0,90.021,31.67038802057298,268,19
Brazil.regions.RS:Vitória das Missões,3133.0,259.609,12.068148638914677,263,19
Brazil.regions.RS:Westfália,3014.0,63.665,47.34155344380743,292,19
Brazil.regions.RS:Xangri-lá,16408.0,60.799,269.87285975098274,298,19
Brazil.regions.RS:Água Santa,3748.0,291.503,12.857500608913117,288,19
Brazil.regions.RS:Áurea,3554.0,156.729,22.676084196287857,280,19
Brazil.regions.SC:Abdon Batista,2563.0,237.164,10.80686782142315,267,19
Brazil.regions.SC:Abelardo Luz,17904.0,953.992,18.767452976544877,285,19
Brazil.regions.SC:Agrolândia,10864.0,206.914,52.504905419642945,270,19
Brazil.regions.SC:Agronômica,5448.0,129.774,41.980674094965096,278,19
Brazil.regions.SC:Alfredo Wagner,10036.0,735.371,13.647533013948062,270,19
Brazil.regions.SC:Alto Bela Vista,1937.0,103.962,18.631807775918123,294,19
Brazil.regions.SC:Anchieta,5638.0,231.7,24.333189469141132,282,19
Brazil.regions.SC:Angelina,4801.0,499.776,9.606303624023562,238,19
Brazil.regions.SC:Anita Garibaldi,7133.0,587.994,12.131076167443885,319,19
